Raw Material Name,Supplier,Location,Price Per Unit (LKR),Delivery Options,Quality Rating,Contact Number
Guava,Eastern Produce Co.,Ratnapura,356.14,Delivery,A,+94791902636
Mango,Organic Lanka,Trincomalee,493.65,Delivery,A,+94797927691
Cherry,Exotic Fruits Lanka,Jaffna,121.57,Courier,C,+94706979928
Coconut,Green Valley Orchards,Batticaloa,386.97,Courier,A,+94781974270
Avocado,Sunripe Fruits,Badulla,417.71,Pickup,B,+94783501805
Grapes,Royal Fruit Exports,Puttalam,141.99,Pickup,B,+94721984858
Grapes,Island Fresh Produce,Batticaloa,424.41,Courier,B,+94796656100
Grapes,Farm Direct,Colombo,347.99,Courier,C,+94735913989
Orange,Jaffna Agro Products,Badulla,243.83,Delivery,C,+94746359407
Durian,Eastern Produce Co.,Negombo,98.31,Pickup,C,+94755680667
Durian,Harvest Moon,Negombo,254.6,Courier,A,+94730754400
Durian,Sunripe Fruits,Kurunegala,490.35,Pickup,A,+94741294450
Apple,Farm Direct,Badulla,448.62,Courier,A,+94735560904
Apple,Eastern Produce Co.,Kurunegala,86.45,Delivery,A,+94744931919
Guava,Southern Fruits & Veggies,Kandy,486.04,Courier,C,+94756619059
Pineapple,Harvest Moon,Trincomalee,314.91,Courier,B,+94712872233
Pineapple,Hill Country Harvest,Puttalam,58.26,Courier,C,+94769352225
Pineapple,Ceylon Fruit Suppliers,Batticaloa,203.83,Delivery,A,+94736337326
Avocado,Organic Lanka,Ratnapura,277.52,Courier,C,+94789967545
Avocado,Golden Mango Traders,Ratnapura,82.28,Delivery,B,+94713792686
Apple,Green Valley Orchards,Negombo,332.03,Courier,C,+94736594378
Apple,Fresh Picks,Kandy,179.48,Courier,C,+94772248409
Kiwi,Organic Lanka,Jaffna,318.23,Delivery,B,+94725100270
Kiwi,Jaffna Agro Products,Anuradhapura,81.63,Courier,B,+94740148979
Kiwi,Exotic Fruits Lanka,Ratnapura,357.88,Pickup,C,+94777744192
Coconut,Fresh Picks,Kurunegala,233.42,Pickup,A,+94749338676
Coconut,Green Valley Orchards,Colombo,233.72,Courier,A,+94746157336
Coconut,Organic Lanka,Anuradhapura,427.97,Courier,C,+94765631665
Kiwi,Tropical Harvest Co.,Badulla,246.12,Pickup,A,+94773050721
Kiwi,Royal Fruit Exports,Jaffna,476.68,Pickup,C,+94762036305
Orange,Farm Direct,Batticaloa,245.62,Delivery,B,+94706257192
Orange,Spice Garden Exports,Jaffna,306.93,Courier,C,+94756968713
Blueberry,Nature's Bounty,Puttalam,341.43,Courier,C,+94742400186
Blueberry,Ceylon Fruit Suppliers,Badulla,172.33,Pickup,C,+94747095519
Blueberry,Farm Direct,Trincomalee,243.69,Courier,C,+94756382877
Strawberry,Kandyan Fruits Ltd.,Jaffna,458.48,Delivery,C,+94768584226
Strawberry,Southern Fruits & Veggies,Galle,79.74,Pickup,A,+94762591164
Ambarella,Hill Country Harvest,Kandy,78.08,Delivery,B,+94781161510
Ambarella,Golden Mango Traders,Kurunegala,233.59,Delivery,A,+94787485600
Ambarella,Ceylon Fruit Suppliers,Galle,428.15,Courier,A,+94780775031
Watermelon,Green Valley Orchards,Galle,210.44,Courier,A,+94788172177
Strawberry,Hill Country Harvest,Ratnapura,315.21,Delivery,A,+94793536093
Cherry,Farm Direct,Jaffna,63.38,Courier,B,+94778705276
Cherry,Green Valley Orchards,Jaffna,186.19,Courier,A,+94736990289
Rambutan,Coconut Grove Farms,Kandy,485.07,Pickup,C,+94709392992
Plum,Jaffna Agro Products,Ratnapura,153.06,Pickup,C,+94777959844
Plum,Organic Lanka,Kurunegala,118.1,Courier,A,+94711025845
Plum,Farm Direct,Negombo,125.77,Delivery,B,+94777182600
Pear,Southern Fruits & Veggies,Matara,52.15,Pickup,B,+94776024750
Avocado,Farm Direct,Jaffna,485.16,Delivery,A,+94784877898
Watermelon,Green Valley Orchards,Anuradhapura,103.85,Delivery,A,+94779214407
Durian,Exotic Fruits Lanka,Colombo,332.58,Courier,A,+94788688361
Durian,Hill Country Harvest,Colombo,395.03,Pickup,A,+94729504918
Durian,Spice Garden Exports,Batticaloa,476.39,Pickup,B,+94708315785
Pineapple,Eastern Produce Co.,Ratnapura,250.42,Pickup,A,+94791678063
Custard Apple,Ceylon Fruit Suppliers,Batticaloa,414.82,Delivery,A,+94746186722
Custard Apple,Jaffna Agro Products,Jaffna,187.5,Pickup,B,+94719387480
Custard Apple,Southern Fruits & Veggies,Galle,407.1,Courier,A,+94776604916
Pineapple,Jaffna Agro Products,Jaffna,273.55,Pickup,B,+94720276256
Pineapple,Royal Fruit Exports,Batticaloa,60.13,Pickup,B,+94781098365
Pineapple,Hill Country Harvest,Kandy,280.88,Pickup,A,+94708318242
Soursop,Exotic Fruits Lanka,Batticaloa,488.2,Delivery,A,+94709385384
Soursop,Spice Garden Exports,Jaffna,407.71,Pickup,B,+94745474065
Blueberry,Jaffna Agro Products,Galle,430.02,Delivery,B,+94722340566
Cherry,Hill Country Harvest,Kurunegala,152.61,Delivery,B,+94721440880
Lemon,Royal Fruit Exports,Badulla,208.04,Courier,A,+94792944507
Lychee,Royal Fruit Exports,Matara,235.56,Pickup,B,+94778640576
Lychee,Southern Fruits & Veggies,Badulla,87.99,Delivery,C,+94788156328
Guava,Royal Fruit Exports,Matara,129.58,Pickup,B,+94795259262
Guava,Coconut Grove Farms,Galle,222.11,Pickup,C,+94717136545
Guava,Spice Garden Exports,Ratnapura,252.02,Pickup,B,+94771920792
Peach,Ceylon Fruit Suppliers,Kandy,186.99,Delivery,A,+94789541915
Peach,Kandyan Fruits Ltd.,Batticaloa,346.89,Courier,C,+94750135430
Peach,Coconut Grove Farms,Galle,351.08,Delivery,B,+94788102583
Lychee,Golden Mango Traders,Negombo,192.56,Pickup,A,+94704339565
Lychee,Tropical Harvest Co.,Negombo,291.66,Courier,B,+94771708760
Lychee,Exotic Fruits Lanka,Galle,176.78,Pickup,A,+94703386803
Soursop,Organic Lanka,Negombo,167.74,Delivery,A,+94727810928
Soursop,Farm Direct,Matara,402.26,Pickup,B,+94715238139
Rambutan,Farm Direct,Batticaloa,245.58,Pickup,C,+94786227338
Rambutan,Ceylon Fruit Suppliers,Galle,178.17,Pickup,B,+94797624387
Rambutan,Harvest Moon,Kandy,350.78,Pickup,B,+94782715537
Lemon,Kandyan Fruits Ltd.,Anuradhapura,405.37,Courier,C,+94723924622
Kiwi,Royal Fruit Exports,Jaffna,496.31,Pickup,A,+94749905846
Kiwi,Golden Mango Traders,Negombo,325.16,Courier,C,+94783993586
Orange,Southern Fruits & Veggies,Kurunegala,342.39,Pickup,C,+94727775195
Durian,Ceylon Fruit Suppliers,Colombo,288.09,Courier,B,+94758342652
Durian,Green Valley Orchards,Matara,408.84,Delivery,A,+94744012950
Durian,Golden Mango Traders,Kurunegala,398.96,Courier,A,+94747936320
Ambarella,Jaffna Agro Products,Puttalam,93.51,Courier,A,+94755153711
Ambarella,Farm Direct,Anuradhapura,408.77,Pickup,C,+94703886565
Banana,Hill Country Harvest,Badulla,475.52,Delivery,B,+94778076721
Orange,Farm Direct,Ratnapura,219.87,Courier,C,+94733000556
Orange,Exotic Fruits Lanka,Trincomalee,203.03,Delivery,A,+94730791561
Orange,Jaffna Agro Products,Anuradhapura,457.0,Pickup,C,+94712269021
Pear,Island Fresh Produce,Kandy,96.57,Delivery,A,+94712694202
Pear,Green Valley Orchards,Matara,438.45,Delivery,C,+94711703216
Pear,Southern Fruits & Veggies,Negombo,469.52,Courier,A,+94762672805
Grapes,Hill Country Harvest,Anuradhapura,332.31,Delivery,A,+94776406120
Grapes,Fresh Picks,Matara,243.92,Pickup,C,+94799169890
Grapes,Southern Fruits & Veggies,Anuradhapura,418.1,Pickup,B,+94732009637
Lychee,Sunripe Fruits,Kandy,295.78,Courier,B,+94724967329
Lychee,Golden Mango Traders,Negombo,197.02,Delivery,B,+94794666320
Lychee,Royal Fruit Exports,Jaffna,166.73,Courier,C,+94797449293
Kiwi,Jaffna Agro Products,Kurunegala,457.28,Pickup,B,+94775495251
Kiwi,Royal Fruit Exports,Badulla,172.81,Courier,A,+94799235049
Peach,Golden Mango Traders,Jaffna,375.65,Delivery,B,+94723610839
Mangosteen,Southern Fruits & Veggies,Kandy,91.89,Pickup,C,+94723511534
Lychee,Southern Fruits & Veggies,Ratnapura,402.87,Pickup,C,+94775803346
Lychee,Tropical Harvest Co.,Jaffna,436.24,Courier,B,+94754743865
Lychee,Jaffna Agro Products,Trincomalee,307.75,Courier,B,+94781607847
Orange,Exotic Fruits Lanka,Anuradhapura,239.3,Pickup,A,+94729224188
Orange,Golden Mango Traders,Galle,153.87,Delivery,C,+94772703050
Orange,Jaffna Agro Products,Kandy,324.51,Delivery,B,+94740294631
Pineapple,Organic Lanka,Batticaloa,489.13,Courier,C,+94775298930
Pineapple,Nature's Bounty,Anuradhapura,443.3,Delivery,A,+94742728398
Pineapple,Fresh Picks,Matara,156.95,Courier,A,+94771994331
Soursop,Southern Fruits & Veggies,Matara,147.69,Delivery,A,+94770457219
Soursop,Sunripe Fruits,Colombo,104.5,Courier,A,+94773769442
Soursop,Nature's Bounty,Puttalam,305.15,Courier,B,+94784207497
Durian,Nature's Bounty,Kandy,481.0,Delivery,B,+94738404683
Durian,Southern Fruits & Veggies,Galle,426.48,Courier,C,+94798058663
Apple,Golden Mango Traders,Jaffna,227.54,Pickup,A,+94734847298
Apple,Exotic Fruits Lanka,Puttalam,242.15,Pickup,A,+94719765517
Apple,Nature's Bounty,Jaffna,461.66,Pickup,A,+94790532731
Jackfruit,Organic Lanka,Trincomalee,371.64,Pickup,B,+94747577416
Jackfruit,Coconut Grove Farms,Galle,445.79,Delivery,A,+94787358552
Jackfruit,Southern Fruits & Veggies,Badulla,311.57,Pickup,B,+94789990266
Woodapple,Royal Fruit Exports,Galle,248.79,Pickup,B,+94751767968
Coconut,Sunripe Fruits,Puttalam,489.2,Delivery,C,+94763813181
Plum,Southern Fruits & Veggies,Puttalam,155.73,Delivery,A,+94795070645
Plum,Coconut Grove Farms,Badulla,387.02,Pickup,A,+94745128937
Plum,Sunripe Fruits,Colombo,423.85,Delivery,A,+94762930618
Peach,Harvest Moon,Matara,470.87,Pickup,A,+94741430315
Peach,Eastern Produce Co.,Batticaloa,192.71,Courier,A,+94738820465
Peach,Exotic Fruits Lanka,Ratnapura,196.17,Courier,A,+94760838209
Coconut,Farm Direct,Jaffna,435.5,Courier,A,+94709999677
Soursop,Golden Mango Traders,Trincomalee,231.62,Delivery,A,+94789662363
Soursop,Jaffna Agro Products,Colombo,256.04,Pickup,C,+94793029410
Soursop,Exotic Fruits Lanka,Badulla,283.41,Delivery,A,+94766945689
Durian,Harvest Moon,Trincomalee,227.43,Pickup,A,+94788507129
Papaya,Sunripe Fruits,Jaffna,383.8,Delivery,A,+94740140422
Papaya,Golden Mango Traders,Batticaloa,234.87,Pickup,B,+94721165174
Pomegranate,Royal Fruit Exports,Matara,352.93,Pickup,C,+94784240779
Blueberry,Coconut Grove Farms,Jaffna,194.23,Pickup,B,+94745364736
Blueberry,Tropical Harvest Co.,Kandy,262.92,Delivery,B,+94780739708
Pomegranate,Royal Fruit Exports,Matara,420.8,Delivery,C,+94728963355
Papaya,Coconut Grove Farms,Ratnapura,464.08,Delivery,C,+94760031690
Papaya,Sunripe Fruits,Galle,343.87,Pickup,A,+94771092211
Avocado,Exotic Fruits Lanka,Galle,471.9,Delivery,C,+94747050727
Avocado,Kandyan Fruits Ltd.,Batticaloa,444.83,Pickup,A,+94734867519
Avocado,Spice Garden Exports,Galle,410.13,Delivery,B,+94728665974
Peach,Exotic Fruits Lanka,Batticaloa,327.64,Courier,C,+94792229924
Blueberry,Green Valley Orchards,Trincomalee,147.36,Delivery,A,+94771063701
Blueberry,Eastern Produce Co.,Colombo,243.59,Courier,A,+94769329176
Pineapple,Harvest Moon,Negombo,360.71,Delivery,A,+94780893179
Pineapple,Jaffna Agro Products,Jaffna,350.42,Pickup,B,+94737546385
Strawberry,Island Fresh Produce,Galle,481.92,Pickup,C,+94709250012
Guava,Harvest Moon,Kandy,181.93,Pickup,C,+94785426502
Apple,Eastern Produce Co.,Negombo,401.55,Delivery,B,+94724760648
Plum,Golden Mango Traders,Kurunegala,205.58,Courier,A,+94776676398
Mango,Eastern Produce Co.,Anuradhapura,158.49,Courier,A,+94717290350
Mango,Sunripe Fruits,Kurunegala,138.9,Pickup,A,+94772228992
Mango,Hill Country Harvest,Batticaloa,277.3,Pickup,A,+94770942042
Apple,Kandyan Fruits Ltd.,Ratnapura,409.33,Courier,C,+94796008873
Apple,Eastern Produce Co.,Anuradhapura,228.0,Delivery,A,+94765725056
Apple,Harvest Moon,Colombo,354.27,Courier,B,+94710128299
Pomegranate,Nature's Bounty,Trincomalee,144.11,Courier,A,+94754506250
Pomegranate,Spice Garden Exports,Badulla,127.49,Courier,C,+94782259342
Kiwi,Tropical Harvest Co.,Negombo,361.3,Pickup,A,+94748678740
Kiwi,Green Valley Orchards,Kurunegala,56.1,Delivery,B,+94761366984
Lemon,Southern Fruits & Veggies,Kurunegala,188.73,Pickup,B,+94712337191
Lemon,Green Valley Orchards,Kandy,174.07,Delivery,C,+94728702857
Lemon,Harvest Moon,Matara,363.41,Courier,B,+94767183190
Coconut,Kandyan Fruits Ltd.,Puttalam,60.06,Delivery,A,+94790486004
Coconut,Tropical Harvest Co.,Negombo,129.24,Delivery,C,+94792365663
Coconut,Green Valley Orchards,Negombo,408.84,Pickup,C,+94788517311
Lemon,Farm Direct,Kandy,365.44,Delivery,B,+94798225540
Lemon,Harvest Moon,Matara,368.87,Courier,B,+94755974135
Durian,Eastern Produce Co.,Badulla,370.73,Delivery,A,+94790550205
Durian,Kandyan Fruits Ltd.,Colombo,165.51,Delivery,C,+94714131620
Rambutan,Royal Fruit Exports,Negombo,356.76,Pickup,A,+94783351198
Rambutan,Kandyan Fruits Ltd.,Ratnapura,480.55,Courier,B,+94779232214
Rambutan,Ceylon Fruit Suppliers,Puttalam,220.94,Pickup,B,+94714688595
Strawberry,Harvest Moon,Negombo,252.76,Pickup,B,+94708386227
Strawberry,Fresh Picks,Ratnapura,153.56,Courier,C,+94733687885
Strawberry,Golden Mango Traders,Anuradhapura,111.16,Courier,A,+94703456446
Mango,Farm Direct,Ratnapura,142.99,Delivery,B,+94758925621
Mango,Southern Fruits & Veggies,Matara,60.63,Delivery,B,+94739212613
Mango,Exotic Fruits Lanka,Badulla,338.09,Pickup,B,+94775293012
Woodapple,Spice Garden Exports,Badulla,76.22,Pickup,A,+94795662259
Woodapple,Ceylon Fruit Suppliers,Matara,211.61,Delivery,C,+94787995213
Pear,Southern Fruits & Veggies,Kandy,474.18,Courier,B,+94786661792
Pear,Farm Direct,Batticaloa,479.78,Pickup,A,+94746170782
Peach,Royal Fruit Exports,Matara,202.95,Pickup,C,+94792547357
Peach,Sunripe Fruits,Negombo,162.18,Courier,C,+94721887215
Guava,Sunripe Fruits,Ratnapura,230.73,Courier,A,+94703945976
Avocado,Exotic Fruits Lanka,Trincomalee,141.43,Delivery,C,+94749928065
Durian,Southern Fruits & Veggies,Negombo,130.65,Courier,B,+94788422365
Durian,Ceylon Fruit Suppliers,Negombo,119.87,Pickup,B,+94737658839
Grapes,Sunripe Fruits,Puttalam,229.77,Courier,A,+94779009608
Grapes,Harvest Moon,Anuradhapura,116.85,Courier,B,+94714722711
Grapes,Kandyan Fruits Ltd.,Anuradhapura,60.36,Courier,A,+94793615725
Jackfruit,Eastern Produce Co.,Jaffna,372.61,Delivery,C,+94722277003
Beli,Exotic Fruits Lanka,Trincomalee,412.13,Delivery,C,+94776740092
Beli,Coconut Grove Farms,Galle,66.02,Delivery,B,+94722491160
Strawberry,Hill Country Harvest,Badulla,483.44,Courier,C,+94727737714
Strawberry,Harvest Moon,Galle,464.79,Delivery,C,+94706094980
Cherry,Fresh Picks,Kurunegala,81.52,Pickup,A,+94781886178
Cherry,Harvest Moon,Kandy,198.78,Pickup,C,+94722242741
Cherry,Southern Fruits & Veggies,Negombo,348.86,Pickup,B,+94778102801
Watermelon,Nature's Bounty,Jaffna,325.49,Pickup,A,+94766441472
Rambutan,Tropical Harvest Co.,Kandy,351.38,Courier,B,+94745995430
Rambutan,Organic Lanka,Anuradhapura,129.28,Delivery,A,+94765488665
Rambutan,Farm Direct,Jaffna,246.64,Courier,B,+94713586988
Coconut,Southern Fruits & Veggies,Colombo,222.57,Pickup,B,+94772325738
Pomegranate,Harvest Moon,Trincomalee,55.87,Delivery,B,+94719143562
Blueberry,Spice Garden Exports,Batticaloa,411.68,Pickup,C,+94795068709
Blueberry,Harvest Moon,Trincomalee,492.69,Delivery,B,+94789107987
Rambutan,Green Valley Orchards,Matara,336.25,Courier,B,+94735849660
Grapes,Sunripe Fruits,Puttalam,243.67,Courier,B,+94712680265
Grapes,Coconut Grove Farms,Matara,152.53,Pickup,A,+94710450687
Strawberry,Golden Mango Traders,Galle,266.49,Delivery,B,+94731940471
Mangosteen,Organic Lanka,Colombo,490.58,Courier,A,+94752861812
Mangosteen,Kandyan Fruits Ltd.,Ratnapura,112.22,Courier,A,+94781438412
Lemon,Exotic Fruits Lanka,Colombo,286.55,Pickup,C,+94796809843
Lemon,Spice Garden Exports,Puttalam,262.72,Delivery,A,+94779987581
Coconut,Sunripe Fruits,Galle,193.26,Delivery,C,+94718326935
Orange,Sunripe Fruits,Batticaloa,137.16,Delivery,A,+94792108168
Orange,Ceylon Fruit Suppliers,Ratnapura,94.26,Pickup,B,+94771746687
Orange,Nature's Bounty,Jaffna,171.28,Delivery,B,+94725676233
Custard Apple,Island Fresh Produce,Galle,315.59,Delivery,B,+94771375792
Custard Apple,Southern Fruits & Veggies,Batticaloa,116.84,Delivery,C,+94785841027
Grapes,Coconut Grove Farms,Kurunegala,196.6,Delivery,C,+94757279532
Grapes,Kandyan Fruits Ltd.,Batticaloa,312.01,Courier,C,+94775162962
Woodapple,Harvest Moon,Trincomalee,203.65,Courier,B,+94779000097
Woodapple,Ceylon Fruit Suppliers,Batticaloa,396.56,Courier,C,+94768263868
Woodapple,Hill Country Harvest,Colombo,158.28,Pickup,A,+94702558936
Pomegranate,Coconut Grove Farms,Matara,205.51,Delivery,A,+94764527439
Pomegranate,Golden Mango Traders,Matara,386.93,Delivery,B,+94700167524
Cherry,Fresh Picks,Jaffna,70.49,Pickup,C,+94755888934
Cherry,Sunripe Fruits,Kurunegala,161.5,Delivery,C,+94779183810
Cherry,Ceylon Fruit Suppliers,Kandy,176.06,Delivery,C,+94738785096
Pomegranate,Fresh Picks,Matara,469.31,Delivery,A,+94767121073
Papaya,Nature's Bounty,Colombo,54.61,Courier,C,+94733619591
Papaya,Jaffna Agro Products,Colombo,278.62,Delivery,C,+94715296485
Jackfruit,Fresh Picks,Badulla,96.51,Pickup,B,+94742147883
Jackfruit,Southern Fruits & Veggies,Colombo,465.16,Pickup,C,+94797361898
Coconut,Ceylon Fruit Suppliers,Ratnapura,227.21,Pickup,C,+94713718219
Coconut,Farm Direct,Puttalam,484.89,Delivery,C,+94757929173
Rambutan,Golden Mango Traders,Kurunegala,190.19,Courier,A,+94774644796
Rambutan,Exotic Fruits Lanka,Batticaloa,128.77,Pickup,C,+94744193673
Rambutan,Kandyan Fruits Ltd.,Matara,199.75,Delivery,B,+94761575847
Apple,Exotic Fruits Lanka,Kandy,139.56,Pickup,B,+94742676485
Apple,Tropical Harvest Co.,Galle,159.53,Pickup,A,+94757607076
Mango,Sunripe Fruits,Matara,417.43,Pickup,C,+94766876604
Pomegranate,Organic Lanka,Kurunegala,337.71,Delivery,A,+94723625128
Pomegranate,Coconut Grove Farms,Ratnapura,337.88,Pickup,B,+94746866504
Pomegranate,Hill Country Harvest,Jaffna,289.1,Pickup,B,+94767525327
Woodapple,Southern Fruits & Veggies,Jaffna,256.05,Delivery,C,+94789149858
Strawberry,Kandyan Fruits Ltd.,Puttalam,421.8,Pickup,B,+94792222458
Strawberry,Eastern Produce Co.,Matara,499.24,Pickup,A,+94737187080
Strawberry,Coconut Grove Farms,Puttalam,408.36,Courier,C,+94775398631
Plum,Hill Country Harvest,Puttalam,58.23,Delivery,C,+94752857590
Plum,Golden Mango Traders,Trincomalee,171.55,Delivery,B,+94764967403
Apple,Kandyan Fruits Ltd.,Colombo,482.51,Pickup,C,+94705852092
Pear,Royal Fruit Exports,Negombo,417.83,Courier,B,+94771445579
Pomegranate,Kandyan Fruits Ltd.,Batticaloa,281.68,Delivery,B,+94735318528
Woodapple,Coconut Grove Farms,Matara,173.38,Pickup,B,+94799919418
Woodapple,Farm Direct,Colombo,468.29,Delivery,C,+94760900417
Lemon,Jaffna Agro Products,Anuradhapura,453.51,Pickup,C,+94743170557
Lemon,Kandyan Fruits Ltd.,Matara,393.65,Courier,A,+94700568647
Kiwi,Spice Garden Exports,Matara,375.24,Delivery,C,+94740833646
Kiwi,Organic Lanka,Negombo,70.81,Delivery,C,+94732339812
Orange,Southern Fruits & Veggies,Matara,310.68,Pickup,B,+94740814046
Lemon,Farm Direct,Colombo,250.16,Delivery,A,+94711844088
Lemon,Southern Fruits & Veggies,Colombo,69.98,Courier,C,+94785402987
Banana,Farm Direct,Galle,55.32,Courier,B,+94726247597
Banana,Coconut Grove Farms,Galle,243.67,Courier,A,+94738653480
Banana,Exotic Fruits Lanka,Galle,104.56,Pickup,B,+94766873049
Grapes,Organic Lanka,Colombo,224.29,Courier,A,+94729893476
Grapes,Harvest Moon,Batticaloa,159.13,Delivery,B,+94771483188
Peach,Fresh Picks,Anuradhapura,419.06,Pickup,B,+94707280932
Peach,Eastern Produce Co.,Kurunegala,415.26,Delivery,B,+94717529603
Peach,Jaffna Agro Products,Kandy,240.86,Pickup,B,+94718224429
Cherry,Green Valley Orchards,Puttalam,457.73,Pickup,A,+94701399103
Cherry,Ceylon Fruit Suppliers,Colombo,281.42,Courier,B,+94715412167
Cherry,Spice Garden Exports,Jaffna,484.92,Delivery,C,+94715711944
Rambutan,Organic Lanka,Ratnapura,461.45,Pickup,C,+94729846522
Banana,Island Fresh Produce,Jaffna,344.11,Delivery,C,+94706798931
Pineapple,Exotic Fruits Lanka,Trincomalee,66.53,Pickup,B,+94707091393
Pineapple,Nature's Bounty,Anuradhapura,287.06,Pickup,B,+94789616395
Pineapple,Organic Lanka,Matara,321.67,Delivery,A,+94777532827
Pear,Royal Fruit Exports,Negombo,400.35,Courier,B,+94751151003
Pear,Fresh Picks,Matara,143.69,Courier,C,+94738045232
Lemon,Spice Garden Exports,Ratnapura,440.16,Courier,B,+94718891588
Lemon,Coconut Grove Farms,Galle,194.97,Delivery,A,+94735548084
Lemon,Nature's Bounty,Kurunegala,87.68,Delivery,C,+94761485268
Lemon,Fresh Picks,Ratnapura,378.59,Pickup,B,+94784307703
Orange,Hill Country Harvest,Negombo,211.97,Delivery,C,+94755087399
Orange,Green Valley Orchards,Puttalam,294.44,Delivery,C,+94766763243
Orange,Coconut Grove Farms,Puttalam,235.41,Delivery,B,+94714849474
Beli,Island Fresh Produce,Batticaloa,314.44,Delivery,A,+94763090770
Beli,Kandyan Fruits Ltd.,Ratnapura,384.86,Courier,A,+94727407536
Beli,Royal Fruit Exports,Kurunegala,487.51,Pickup,B,+94791697631
Lemon,Hill Country Harvest,Negombo,450.51,Courier,C,+94776026556
Lemon,Exotic Fruits Lanka,Jaffna,135.62,Courier,A,+94720500189
Watermelon,Golden Mango Traders,Badulla,114.35,Delivery,A,+94702599512
Watermelon,Organic Lanka,Trincomalee,492.51,Courier,A,+94726532284
Kiwi,Southern Fruits & Veggies,Puttalam,267.83,Courier,A,+94716033230
Soursop,Green Valley Orchards,Ratnapura,92.78,Pickup,C,+94732098179
Soursop,Harvest Moon,Colombo,491.67,Courier,A,+94702478273
Soursop,Southern Fruits & Veggies,Puttalam,436.52,Courier,C,+94758091213
Guava,Green Valley Orchards,Puttalam,250.37,Delivery,A,+94718948754
Guava,Eastern Produce Co.,Puttalam,167.62,Courier,C,+94703800251
Coconut,Island Fresh Produce,Batticaloa,135.85,Delivery,A,+94787367386
Coconut,Royal Fruit Exports,Negombo,204.48,Courier,A,+94784225060
Apple,Ceylon Fruit Suppliers,Batticaloa,295.76,Pickup,C,+94704371822
Apple,Sunripe Fruits,Ratnapura,192.02,Delivery,B,+94791400713
Apple,Organic Lanka,Puttalam,189.46,Delivery,B,+94751046494
Watermelon,Coconut Grove Farms,Matara,187.15,Pickup,B,+94735630887
Orange,Nature's Bounty,Batticaloa,437.27,Courier,C,+94789965215
Orange,Green Valley Orchards,Colombo,109.47,Courier,A,+94774566129
Mango,Tropical Harvest Co.,Jaffna,454.78,Courier,C,+94734008990
Mango,Spice Garden Exports,Negombo,168.36,Pickup,C,+94709126579
Orange,Harvest Moon,Kurunegala,131.49,Delivery,A,+94742736179
Orange,Nature's Bounty,Ratnapura,239.27,Delivery,A,+94717937364
Orange,Golden Mango Traders,Jaffna,120.54,Pickup,A,+94772213999
Pomegranate,Island Fresh Produce,Negombo,107.3,Delivery,C,+94709485551
Pomegranate,Fresh Picks,Galle,134.23,Delivery,C,+94713776244
Pomegranate,Golden Mango Traders,Galle,205.42,Pickup,A,+94757261807
Grapes,Ceylon Fruit Suppliers,Kurunegala,100.9,Pickup,C,+94725996386
Mango,Organic Lanka,Galle,76.56,Courier,C,+94705363401
Blueberry,Eastern Produce Co.,Jaffna,88.82,Pickup,A,+94762113226
Blueberry,Harvest Moon,Anuradhapura,352.34,Delivery,C,+94703419946
Papaya,Jaffna Agro Products,Jaffna,115.41,Courier,B,+94732754581
Kiwi,Hill Country Harvest,Kurunegala,483.25,Delivery,C,+94760132850
Guava,Royal Fruit Exports,Galle,104.79,Delivery,C,+94710923039
Banana,Exotic Fruits Lanka,Negombo,167.12,Courier,A,+94703729773
Banana,Green Valley Orchards,Batticaloa,244.54,Pickup,C,+94775933271
Rambutan,Nature's Bounty,Matara,273.4,Delivery,B,+94795650202
Pomegranate,Sunripe Fruits,Kurunegala,437.52,Delivery,C,+94777668552
Pomegranate,Royal Fruit Exports,Matara,430.39,Courier,B,+94776238914
Cherry,Tropical Harvest Co.,Anuradhapura,326.21,Delivery,B,+94777347290
Cherry,Farm Direct,Galle,183.66,Pickup,B,+94703978130
Cherry,Jaffna Agro Products,Kurunegala,208.24,Courier,A,+94741728601
Blueberry,Spice Garden Exports,Anuradhapura,260.16,Delivery,C,+94747328077
Guava,Spice Garden Exports,Kurunegala,283.68,Pickup,A,+94762691539
Grapes,Ceylon Fruit Suppliers,Trincomalee,284.97,Courier,C,+94777308509
Grapes,Southern Fruits & Veggies,Anuradhapura,108.56,Pickup,B,+94793996263
Orange,Ceylon Fruit Suppliers,Galle,98.48,Delivery,C,+94725041800
Pineapple,Eastern Produce Co.,Anuradhapura,348.53,Delivery,A,+94711735658
Blueberry,Island Fresh Produce,Colombo,275.11,Delivery,A,+94769208868
Blueberry,Eastern Produce Co.,Ratnapura,77.14,Courier,B,+94770323890
Grapes,Jaffna Agro Products,Negombo,348.07,Courier,C,+94783584908
Grapes,Nature's Bounty,Ratnapura,264.3,Courier,A,+94797557345
Grapes,Harvest Moon,Matara,258.54,Delivery,C,+94742413327
Avocado,Spice Garden Exports,Matara,229.45,Courier,B,+94761771718
Avocado,Island Fresh Produce,Negombo,142.78,Courier,B,+94722788208
Apple,Ceylon Fruit Suppliers,Jaffna,265.84,Pickup,A,+94796055595
Apple,Jaffna Agro Products,Puttalam,251.38,Pickup,C,+94738224245
Apple,Harvest Moon,Matara,388.58,Delivery,B,+94778438202
Lychee,Ceylon Fruit Suppliers,Matara,266.58,Pickup,B,+94770257564
Lychee,Hill Country Harvest,Batticaloa,386.06,Courier,A,+94786193235
Pomegranate,Farm Direct,Negombo,94.53,Pickup,A,+94711326587
