Fruit Type,Alternative Product,Location,Production Cost (LKR),Selling Price (LKR),Profit Margin (LKR),Profit Percentage,Raw Fruit Selling Price (LKR),Profit Advantage (LKR),Market Suitability
Soursop,Canned Fruit Cocktail,Puttalam,346.5250642,834.597785,488.0727208,140.8477398,112.9314091,375.1413118,Online
Guava,Fruit-Flavored Tea,Galle,247.4770347,486.1119611,238.6349264,96.42709948,30.27596391,208.3589625,Online
Coconut,Marmalade,Anuradhapura,264.3435349,356.5322191,92.1886842,34.87457494,39.48531781,52.70336639,Local & Online
Apple,Dried Fruit,Galle,447.2488158,894.5341872,447.2853713,100.0081734,188.4235086,258.8618628,Local & Online
Watermelon,Fruit-Filled Pastries,Trincomalee,358.214067,677.8890786,319.6750116,89.24133391,199.9677624,119.7072492,Export
Orange,Pickles,Trincomalee,243.5707722,308.0651231,64.49435089,26.47869049,44.57962456,19.91472633,Export & Online
Mango,Sauce,Colombo,68.68079462,99.1676324,30.48683778,44.38917452,95.07931924,-64.59248146,Local
Orange,Fruit Butter,Anuradhapura,379.6012126,574.7465857,195.145373,51.40799517,44.01537494,151.1299981,Local & Online
Pomegranate,Sauce,Galle,321.8244896,568.2152461,246.3907565,76.56059883,183.2193314,63.17142511,Export & Online
Grapes,Compote,Badulla,324.5751144,683.7784497,359.2033353,110.6687849,79.1351582,280.0681771,Export & Online
Mango,Vinegar,Kandy,287.2731488,624.3696968,337.096548,117.3435629,83.98422916,253.1123188,Local
Blueberry,Pickles,Galle,353.693489,810.7515704,457.0580815,129.2243413,77.70686677,379.3512147,Export & Online
Papaya,Fermented Drink,Badulla,67.78657625,110.6253816,42.83880538,63.19659105,93.11012665,-50.27132127,Export
Kiwi,Fruit Salad Mix,Jaffna,238.1139447,557.2436518,319.1297071,134.0239471,186.1399737,132.9897334,Local
Guava,Powdered Fruit,Puttalam,399.2739713,708.2303786,308.9564072,77.37955125,82.43365962,226.5227476,Export
Banana,Fermented Drink,Kandy,370.2913508,901.4990478,531.2076969,143.4566851,93.37408733,437.8336096,Export
Rambutan,Juice,Badulla,474.294217,1144.026005,669.7317884,141.2059782,50.73159266,619.0001958,Local
Pomegranate,Canned Fruit Cocktail,Kandy,218.6701946,436.5793086,217.9091141,99.65195052,147.4140698,70.49504426,Local
Cherry,Preserves,Puttalam,398.6836221,824.180219,425.4965969,106.7253766,103.1428514,322.3537455,Local
Blueberry,Fruit Candy,Puttalam,219.9926736,414.3512793,194.3586057,88.34776293,173.2025905,21.15601525,Online
Guava,Fermented Drink,Kurunegala,433.926467,664.9636862,231.0372192,53.24340337,25.94608454,205.0911346,Online
Grapes,Fruit-Based Dietary Supplements,Anuradhapura,468.5604795,655.5495362,186.9890567,39.90713363,134.0038745,52.98518223,Export & Online
Orange,Fruit Puree,Colombo,121.7693563,270.4919454,148.7225891,122.1346598,163.1881603,-14.4655712,Export & Online
Pineapple,Fermented Drink,Matara,122.524259,276.1288561,153.6045971,125.3666812,181.9613538,-28.35675674,Local
Blueberry,Jam,Puttalam,460.4047435,935.670911,475.2661676,103.2279042,84.90492322,390.3612444,Local
Grapes,Fruit Candy,Puttalam,402.8560628,652.0053028,249.14924,61.84572184,53.80681032,195.3424297,Export & Online
Avocado,Juice,Badulla,211.3158377,327.3854464,116.0696087,54.92707504,182.5730012,-66.50339247,Export & Online
Apple,Fruit Snacks,Galle,419.10339,878.2291199,459.1257299,109.5495147,21.19918406,437.9265459,Local
Lychee,Syrup,Anuradhapura,196.2196742,306.1234043,109.9037301,56.0105558,90.27625566,19.62747444,Export & Online
Pomegranate,Pulp,Ratnapura,275.1461516,444.8406071,169.6944555,61.67429727,98.81584521,70.87861028,Local
Ambarella,Fruit Butter,Kandy,395.2824534,523.6083836,128.3259303,32.46436293,80.06155534,48.26437492,Online
Woodapple,Sauce,Matara,413.8892756,688.7413389,274.8520633,66.40714787,74.60661843,200.2454448,Local
Beli,Fruit Pizza,Negombo,259.9452875,436.7413496,176.7960621,68.01279753,141.7254453,35.07061675,Online
Strawberry,Jelly,Ratnapura,169.2234139,319.7048151,150.4814012,88.92469294,191.3167314,-40.83533017,Export & Online
Jackfruit,Fruit-Infused Water,Negombo,66.50447777,103.5781341,37.07365634,55.7461055,176.7641989,-139.6905425,Export
Soursop,Fruit-Filled Pastries,Anuradhapura,225.3474538,421.6310514,196.2835976,87.10264719,195.6171062,0.666491437,Online
Custard Apple,Sauce,Batticaloa,449.6246158,567.8742277,118.2496119,26.29963036,86.83895601,31.41065593,Export
Plum,Fruit Salsa,Kandy,83.34363008,124.1276129,40.7839828,48.93473294,182.1582462,-141.3742634,Local
Grapes,Pulp,Colombo,81.84374052,115.7386641,33.89492361,41.41419172,97.14532034,-63.25039673,Export
Custard Apple,Wine,Colombo,481.6963592,1098.080604,616.3842446,127.9611591,85.1669701,531.2172745,Local & Online
Plum,Fruit Chips,Puttalam,88.49031419,194.6907268,106.2004126,120.013601,124.1988872,-17.99847461,Export
Woodapple,Jelly,Ratnapura,296.9469254,527.7363217,230.7893963,77.72075631,105.9157486,124.8736477,Online
Pear,Fruit Chips,Ratnapura,157.8046019,291.1926983,133.3880964,84.52738054,192.5965673,-59.20847095,Online
Strawberry,Smoothie Mix,Trincomalee,238.9584964,439.9883624,201.0298659,84.1275238,42.36188754,158.6679784,Local & Online
Pear,Fruit-Flavored Tea,Colombo,362.7770651,498.0253508,135.2482857,37.28137711,197.9431499,-62.6948642,Local
Mango,Wine,Puttalam,263.3556762,601.3463813,337.9907051,128.3400115,30.7877559,307.2029492,Local & Online
Woodapple,Preserves,Kurunegala,359.2385502,520.9531011,161.7145509,45.01592348,110.6556268,51.05892409,Local & Online
Papaya,Fruit Bars,Badulla,225.7016225,369.5811443,143.8795218,63.74766835,195.1638492,-51.28432738,Online
Custard Apple,Fruit Snacks,Anuradhapura,262.1267922,638.9553426,376.8285504,143.7581207,134.0105545,242.8179958,Local
Blueberry,Fruit-Based Dietary Supplements,Kurunegala,270.8786133,337.6215175,66.74290422,24.63941446,68.20257358,-1.459669358,Local
Ambarella,Fruit Chips,Ratnapura,357.7824322,549.5767203,191.7942881,53.60640178,23.31570618,168.4785819,Export & Online
Banana,Fruit Pizza,Anuradhapura,91.30808181,157.3526563,66.04457449,72.33157589,82.39499231,-16.35041783,Local & Online
Coconut,Fruit Topping,Matara,392.5158807,935.9980601,543.4821794,138.4611951,89.73972676,453.7424526,Export & Online
Woodapple,Fruit Puree,Anuradhapura,322.3142853,710.8241282,388.5098429,120.5375811,69.69190678,318.8179362,Online
Coconut,Fruit Candy,Trincomalee,133.7934056,285.6881992,151.8947936,113.5293574,50.16161459,101.733179,Local & Online
Banana,Canned Fruit,Batticaloa,198.9767659,436.3285817,237.3518158,119.2861964,111.0792771,126.2725387,Local & Online
Strawberry,Fruit Butter,Kurunegala,113.4498798,224.7330463,111.2831665,98.09015809,84.61608042,26.66708607,Local & Online
Woodapple,Essential Oil,Jaffna,76.44619701,184.0589708,107.6127738,140.7692966,79.03651367,28.57626017,Local & Online
Banana,Fruit Snacks,Galle,478.7640842,858.6252523,379.8611682,79.34203519,168.9784238,210.8827443,Local & Online
Banana,Fruit Chips,Puttalam,421.0092634,979.0163991,558.0071357,132.5403463,113.1507913,444.8563444,Local
Beli,Jelly,Jaffna,449.9050112,781.9334545,332.0284434,73.79967663,87.12031938,244.908124,Export & Online
Papaya,Pickles,Trincomalee,491.1145804,1111.905612,620.7910312,126.4045207,110.3132423,510.4777889,Local
Custard Apple,Fruit Salsa,Kandy,98.7065991,168.9839757,70.2773766,71.19825548,152.0148413,-81.73746472,Local
Avocado,Canned Fruit,Galle,133.5463326,232.838567,99.2922344,74.35040144,64.69754904,34.59468537,Online
Jackfruit,Fruit Vinegar,Jaffna,490.114529,722.6194553,232.5049263,47.43889694,164.3006172,68.20430914,Export
Grapes,Fruit Concentrate,Matara,198.0817269,406.332055,208.2503281,105.1335382,107.0149553,101.2353728,Local & Online
Ambarella,Flavored Yogurt,Kandy,75.16077674,172.9133823,97.75260551,130.0580033,166.3942353,-68.64162981,Export
Ambarella,Jam,Puttalam,118.8136114,192.3413843,73.52777289,61.8849743,110.844241,-37.31646807,Local & Online
Ambarella,Flavored Yogurt,Batticaloa,467.6039335,721.1581584,253.5542249,54.22414287,84.81848392,168.735741,Export & Online
Peach,Nectar,Colombo,165.7833749,261.0660686,95.28269366,57.47421519,31.55870715,63.72398651,Local
Kiwi,Fruit-Infused Water,Ratnapura,202.7691711,294.0967196,91.32754856,45.04015481,152.8231598,-61.49561122,Local
Lemon,Fruit-Filled Pastries,Kurunegala,474.8744987,1079.275214,604.4007152,127.2758838,183.2765891,421.1241261,Local & Online
Avocado,Fruit-Filled Pastries,Puttalam,180.4243591,396.5168093,216.0924502,119.7689997,66.7173561,149.3750941,Local & Online
Guava,Canned Fruit Cocktail,Kurunegala,311.5562188,392.3448707,80.78865188,25.93068185,164.6444918,-83.8558399,Local
Pear,Pickles,Trincomalee,295.2144061,419.5613046,124.3468985,42.12087756,123.3008826,1.046015935,Export
Kiwi,Wine,Colombo,333.4662823,412.997027,79.53074471,23.84971103,76.54617657,2.984568134,Local
Soursop,Jam,Badulla,453.2240442,1008.672444,555.4484,122.5549278,139.4641232,415.9842768,Online
Jackfruit,Sauce,Galle,251.5267033,527.7229199,276.1962166,109.8079103,64.77181957,211.4243971,Export & Online
Grapes,Vinegar,Badulla,359.4491132,701.4714607,342.0223475,95.15181286,171.3725791,170.6497684,Local & Online
Guava,Fruit Puree,Kandy,370.4950355,843.7398718,473.2448363,127.7331114,45.20403344,428.0408029,Local & Online
Lemon,Fruit Topping,Puttalam,207.0828848,279.5293229,72.44643812,34.98427125,29.82565037,42.62078774,Local & Online
Mango,Juice,Colombo,424.5646642,563.2591502,138.694486,32.66745862,83.40391718,55.29056882,Online
Woodapple,Canned Fruit,Puttalam,219.0563307,487.2217252,268.1653945,122.4184636,84.22901109,183.9363834,Local
Custard Apple,Essential Oil,Puttalam,69.14964922,103.4683276,34.31867842,49.62957702,38.03196315,-3.713284735,Local
Lemon,Fruit-Filled Pastries,Kurunegala,86.94785313,118.8520248,31.90417164,36.69345532,46.88275928,-14.97858764,Local & Online
Lychee,Pulp,Puttalam,196.8919119,323.2486279,126.3567159,64.17567624,148.8484667,-22.49175079,Online
Papaya,Fruit Candy,Batticaloa,110.7299734,223.6711313,112.9411579,101.996916,196.2793644,-83.33820647,Local
Cherry,Fruit Chips,Trincomalee,50.72698369,76.33212728,25.60514359,50.47637711,79.93515748,-54.33001389,Local & Online
Avocado,Essential Oil,Badulla,228.3332327,339.9677049,111.6344721,48.89103122,149.9888389,-38.35436682,Local
Blueberry,Powdered Fruit,Badulla,273.5750304,552.5290203,278.9539899,101.9661734,53.67644092,225.2775489,Export & Online
Ambarella,Compote,Negombo,94.58942874,225.6083267,131.0188979,138.5132564,28.02096548,102.9979325,Local & Online
Rambutan,Nectar,Trincomalee,361.6760501,740.0325554,378.3565053,104.6119878,86.60299337,291.7535119,Local
Papaya,Preserves,Kandy,287.9161461,510.2651073,222.3489612,77.22698579,72.18453435,150.1644269,Local & Online
Watermelon,Canned Fruit Cocktail,Trincomalee,257.1421214,519.6686733,262.5265519,102.0939512,110.7740658,151.7524862,Local
Plum,Marmalade,Puttalam,483.3520238,770.3028681,286.9508443,59.3668445,188.9515871,97.99925722,Export & Online
Orange,Fruit Topping,Matara,118.2345366,146.8150641,28.58052742,24.17274024,185.0475655,-156.4670381,Local
Watermelon,Fruit Leather,Puttalam,335.9483485,777.682984,441.7346355,131.4888546,37.17201162,404.5626239,Online
Papaya,Preserves,Kurunegala,401.1883316,779.5479359,378.3596043,94.30972301,133.8974678,244.4621365,Local & Online
Cherry,Smoothie Mix,Kurunegala,392.9819767,645.2945355,252.3125588,64.20461338,165.503579,86.80897979,Local & Online
Coconut,Fruit Concentrate,Anuradhapura,373.1249654,604.0640212,230.9390559,61.89322005,183.3691484,47.56990745,Export
Banana,Juice,Trincomalee,133.3859739,169.2677162,35.88174235,26.90068625,116.5590904,-80.67734802,Local & Online
Avocado,Compote,Kandy,329.9622426,473.8039265,143.8416839,43.59337687,140.3636702,3.478013705,Local
Cherry,Juice,Badulla,419.4831301,997.3627579,577.8796279,137.7599208,160.3629801,417.5166478,Export
Coconut,Jam,Galle,494.0056152,982.0908807,488.0852655,98.80156228,38.1580121,449.9272534,Local & Online
Coconut,Fermented Drink,Negombo,57.48487901,92.4890229,35.00414388,60.89278517,89.20894756,-54.20480368,Export & Online
Beli,Smoothie Mix,Kandy,141.6867931,235.2960424,93.60924929,66.06773096,132.2576814,-38.64843206,Online
Grapes,Powdered Fruit,Kurunegala,462.2355166,580.646533,118.4110164,25.61703119,123.2853754,-4.874358983,Export
Kiwi,Frozen Dessert,Negombo,486.5783944,1043.393872,556.8154781,114.4348957,36.75002601,520.0654521,Export & Online
Pomegranate,Fruit Bars,Batticaloa,331.9583094,712.2978029,380.3394935,114.574476,115.5135112,264.8259823,Export
Grapes,Compote,Ratnapura,446.971948,878.9690689,431.9971209,96.64971659,186.9237433,245.0733777,Local
Coconut,Jelly,Jaffna,138.5267429,197.6691214,59.14237855,42.69383466,84.98558654,-25.84320799,Export & Online
Banana,Fruit Extract,Puttalam,216.5114407,334.4194685,117.9080278,54.45810507,187.0612964,-69.15326858,Export
Mango,Essential Oil,Anuradhapura,439.1341967,920.3119243,481.1777276,109.5741874,24.73358201,456.4441456,Export
Banana,Freeze-Dried Fruit,Trincomalee,424.8258021,874.9590916,450.1332894,105.9571446,104.6176268,345.5156627,Local & Online
Pomegranate,Jelly,Ratnapura,170.2966504,228.9184431,58.62179276,34.42333871,57.40321011,1.218582653,Local & Online
Guava,Preserves,Badulla,477.4633717,609.9386564,132.4752847,27.74564344,136.7490509,-4.273766277,Export & Online
Guava,Flavored Yogurt,Colombo,270.9640821,366.2076707,95.24358855,35.14989433,144.2713461,-49.02775754,Local & Online
Watermelon,Syrup,Anuradhapura,333.0151447,742.0542255,409.0390807,122.8289726,36.0442874,372.9947933,Online
Coconut,Canned Fruit Cocktail,Galle,53.28842696,131.1668933,77.87846634,146.1451778,99.08506779,-21.20660145,Export & Online
Plum,Fruit Pizza,Matara,184.734407,289.4142648,104.6798578,56.6650574,175.6458442,-70.96598643,Local
Papaya,Fermented Drink,Trincomalee,413.8587518,838.3066636,424.4479118,102.5586411,157.5496263,266.8982855,Local
Rambutan,Fruit Salad Mix,Colombo,300.6626882,631.7905749,331.1278866,110.1326834,163.4960821,167.6318045,Online
Mango,Jam,Matara,440.494396,531.7374071,91.24301111,20.71377342,192.821041,-101.5780299,Export
Durian,Fruit Vinegar,Batticaloa,320.3079175,402.3588593,82.05094175,25.61627024,102.0184704,-19.96752869,Local
Papaya,Canned Fruit,Ratnapura,294.2652575,380.6381946,86.37293708,29.35206752,167.9829538,-81.6100167,Export & Online
Apple,Canned Fruit,Kandy,493.9350178,645.7664728,151.831455,30.73915586,181.678113,-29.84665801,Online
Papaya,Compote,Jaffna,414.5084781,594.9756659,180.4671879,43.53763492,23.64443067,156.8227572,Export
Lemon,Canned Fruit Cocktail,Kandy,353.1044339,663.2165405,310.1121066,87.82447253,85.06979864,225.0423079,Export & Online
Strawberry,Nectar,Galle,268.0346006,424.5545231,156.5199225,58.39541691,118.3228223,38.19710017,Export & Online
Grapes,Chutney,Ratnapura,86.75539942,204.5701358,117.8147364,135.8010419,59.11587769,58.69885867,Online
Ambarella,Nectar,Trincomalee,338.1384409,544.793614,206.6551731,61.11555151,131.8759877,74.77918539,Local & Online
Woodapple,Jam,Ratnapura,209.5959212,397.2077261,187.6118049,89.51119076,44.92376036,142.6880445,Export & Online
Cherry,Fruit Pizza,Jaffna,130.083876,185.6929096,55.60903352,42.74859822,91.10581921,-35.49678569,Export & Online
Avocado,Fermented Drink,Galle,86.04781916,139.4673767,53.41955751,62.08124509,75.16915205,-21.74959454,Online
Durian,Freeze-Dried Fruit,Batticaloa,67.33931497,82.87286209,15.53354712,23.0675752,122.8702708,-107.3367236,Export
Avocado,Fruit Concentrate,Puttalam,338.4730248,780.886191,442.4131662,130.7085451,101.2358305,341.1773357,Export & Online
Pear,Canned Fruit Cocktail,Jaffna,257.2711976,498.892681,241.6214834,93.91703603,129.6072177,112.0142657,Online
Pomegranate,Vinegar,Negombo,71.84317284,178.5576167,106.7144438,148.5380442,56.96053214,49.75391169,Local & Online
Rambutan,Fruit Topping,Galle,108.021892,185.721194,77.69930197,71.92921778,133.1801404,-55.48083841,Local & Online
Grapes,Pulp,Badulla,356.7985066,804.6671028,447.8685962,125.5242351,157.137347,290.7312492,Online
Papaya,Fruit-Flavored Tea,Batticaloa,217.7826483,485.8145572,268.0319089,123.0731241,130.4604553,137.5714536,Local
Custard Apple,Essential Oil,Badulla,373.6186567,601.1512128,227.5325562,60.89967727,162.010453,65.52210318,Export & Online
Papaya,Chutney,Anuradhapura,317.3102823,434.1137259,116.8034437,36.81048179,26.9262403,89.87720336,Local & Online
Mangosteen,Wine,Galle,492.4587867,991.8881709,499.4293843,101.4154682,104.5255071,394.9038772,Local
Soursop,Fruit Concentrate,Badulla,305.4216333,515.1009887,209.6793555,68.65242427,63.28987989,146.3894756,Export
Custard Apple,Pickles,Negombo,401.3844953,593.706401,192.3219057,47.91463246,59.59419321,132.7277125,Local & Online
Durian,Jelly,Galle,404.7593767,831.6432603,426.8838836,105.4660888,38.81012295,388.0737607,Export
Woodapple,Fruit Concentrate,Jaffna,261.1793704,325.9628661,64.78349571,24.80421621,38.35192175,26.43157396,Export & Online
Ambarella,Pickles,Kandy,59.19463954,144.1208056,84.92616608,143.4693525,89.11007689,-4.183910809,Local & Online
Lemon,Fermented Drink,Puttalam,117.2811838,249.2988011,132.0176173,112.5650451,110.5243625,21.4932548,Local & Online
Watermelon,Dried Fruit,Matara,165.6854873,257.3161065,91.63061922,55.3039501,60.67705346,30.95356576,Local
Durian,Fruit Extract,Kurunegala,225.3347482,432.0550534,206.7203052,91.73920439,54.65070256,152.0696027,Export & Online
Jackfruit,Fruit Puree,Matara,358.7711744,455.5539677,96.78279325,26.97618988,195.7561793,-98.97338605,Online
Blueberry,Fruit-Infused Water,Batticaloa,306.5377396,460.1948625,153.6571229,50.1266575,52.53216886,101.124954,Export & Online
Custard Apple,Canned Fruit Cocktail,Kandy,483.2657188,669.9776819,186.7119631,38.63546614,145.9031115,40.80885164,Online
Avocado,Fruit Salsa,Puttalam,262.4783626,585.3562209,322.8778583,123.0112285,92.00186541,230.8759929,Online
Peach,Pickles,Puttalam,121.0074637,299.2963684,178.2889047,147.337114,196.111013,-17.8221083,Local & Online
Strawberry,Smoothie Mix,Negombo,314.9634752,572.1822624,257.2187872,81.66622718,144.9294921,112.289295,Local
Lemon,Sauce,Anuradhapura,186.7946578,366.4836761,179.6890183,96.19601565,169.9065589,9.782459322,Online
Pear,Fruit Candy,Kandy,475.9091863,573.4530346,97.5438483,20.4963155,160.1597538,-62.61590553,Local
Pear,Sauce,Anuradhapura,237.0026681,357.6373156,120.6346475,50.90012212,83.97351761,36.66112988,Local & Online
Woodapple,Jam,Anuradhapura,496.9607904,1013.513245,516.5524549,103.9422958,65.94815869,450.6042962,Local & Online
Pear,Syrup,Galle,469.5016968,922.5974222,453.0957255,96.50566304,152.7695587,300.3261668,Export
Ambarella,Freeze-Dried Fruit,Kandy,355.5288879,428.703637,73.17474905,20.58194187,53.84536621,19.32938284,Online
Watermelon,Canned Fruit,Batticaloa,328.4581375,493.8448482,165.3867107,50.35244735,24.88671459,140.4999961,Online
Jackfruit,Fruit Bars,Galle,176.8652479,282.9015313,106.0362834,59.95314774,182.6369893,-76.60070597,Export
Woodapple,Smoothie Mix,Jaffna,330.4930312,450.848414,120.3553828,36.41691999,125.4664084,-5.111025645,Export
Ambarella,Fruit Topping,Batticaloa,295.100548,401.3265403,106.2259923,35.99654188,57.55477211,48.67122022,Export
Orange,Fruit Vinegar,Kurunegala,491.9349835,697.2692182,205.3342347,41.74011639,137.1155968,68.2186379,Online
Beli,Nectar,Negombo,83.18231979,193.8968388,110.714519,133.0986192,35.22963542,75.48488363,Local & Online
Ambarella,Fruit Leather,Badulla,218.1474481,452.7979687,234.6505207,107.5651,107.0833403,127.5671804,Export & Online
Kiwi,Vinegar,Trincomalee,359.0649389,722.8980079,363.8330691,101.3279298,122.5702936,241.2627755,Online
Custard Apple,Sauce,Colombo,356.0120972,701.032839,345.0207418,96.91264554,111.6454269,233.3753149,Online
Woodapple,Juice,Ratnapura,73.13069023,125.9178425,52.78715231,72.18194186,112.1766294,-59.38947714,Local & Online
Guava,Vinegar,Galle,154.9705793,243.4863254,88.51574605,57.1177745,100.565764,-12.05001797,Export & Online
Lemon,Marmalade,Anuradhapura,374.9135236,813.0003399,438.0868163,116.8500971,121.4622934,316.6245229,Local & Online
Coconut,Canned Fruit Cocktail,Jaffna,431.2233574,996.0743266,564.8509691,130.9880273,133.2245761,431.6263931,Local & Online
Jackfruit,Fruit-Infused Water,Batticaloa,148.4794224,214.2091312,65.72970883,44.26856448,188.7243338,-122.994625,Export
Blueberry,Fermented Drink,Matara,155.9054574,263.3121679,107.4067105,68.89220705,117.1511249,-9.744414428,Export & Online
Mango,Jelly,Badulla,340.1081339,616.2880806,276.1799466,81.20357,175.9257603,100.2541864,Online
Orange,Fruit Snacks,Kandy,141.8529102,300.4307992,158.577889,111.7903671,106.4929687,52.08492035,Online
Apple,Fruit-Infused Water,Batticaloa,199.3410725,382.7057445,183.3646721,91.98539456,96.96632902,86.39834304,Local & Online
Pomegranate,Wine,Matara,287.2219798,464.6276815,177.4057017,61.76606045,129.9792864,47.42641526,Export
Guava,Powdered Fruit,Kurunegala,175.935704,427.5494683,251.6137642,143.0146119,31.0948305,220.5189337,Local & Online
Pear,Marmalade,Colombo,236.8371853,328.1327315,91.29554619,38.54780915,170.5918513,-79.29630506,Export
Peach,Fruit Topping,Ratnapura,373.2951083,595.6109032,222.3157949,59.55497138,79.0271625,143.2886324,Local & Online
Pineapple,Syrup,Puttalam,314.068467,657.6419145,343.5734475,109.3944421,152.9554462,190.6180012,Export & Online
Pineapple,Nectar,Trincomalee,225.5462171,545.9289666,320.3827494,142.0474941,28.15251086,292.2302386,Online
Peach,Fruit Puree,Anuradhapura,111.9352448,255.7453065,143.8100616,128.4761219,188.930717,-45.12065534,Local & Online
Strawberry,Flavored Yogurt,Colombo,133.5857755,188.5743928,54.98861738,41.16352747,22.49035835,32.49825903,Local & Online
Pomegranate,Fruit-Based Dietary Supplements,Anuradhapura,65.19614289,88.74580649,23.5496636,36.12125282,82.18431332,-58.63464971,Online
Ambarella,Juice,Anuradhapura,298.004288,714.0778365,416.0735484,139.6199871,21.04887433,395.0246741,Local
Durian,Chutney,Galle,464.3282767,735.3146085,270.9863319,58.36093676,67.48412064,203.5022112,Export
Coconut,Pulp,Anuradhapura,170.0039703,388.2276338,218.2236635,128.363863,88.87129657,129.3523669,Online
Plum,Marmalade,Matara,60.96630468,81.58756345,20.62125877,33.82402604,132.7631064,-112.1418477,Export
Kiwi,Juice,Kandy,359.0973082,491.2642039,132.1668956,36.80531505,141.6558837,-9.488988083,Export & Online
Rambutan,Powdered Fruit,Jaffna,69.50972217,157.6607427,88.15102055,126.8182605,58.74610832,29.40491223,Export
Guava,Fruit Extract,Trincomalee,187.8403681,353.5321402,165.6917721,88.20881996,120.1393127,45.55245943,Online
Watermelon,Fruit-Flavored Tea,Badulla,113.0478927,250.7513006,137.7034079,121.8097963,137.2033092,0.500098646,Export
Pomegranate,Fruit Topping,Ratnapura,494.4805418,1138.050661,643.5701193,130.1507471,190.6528621,452.9172571,Export
Custard Apple,Vinegar,Kandy,120.6739696,186.0708458,65.39687626,54.19302646,21.50757614,43.88930012,Online
Plum,Fruit Topping,Trincomalee,103.186088,234.8846173,131.6985293,127.6320595,37.88986996,93.80865931,Online
Custard Apple,Fruit Chips,Kurunegala,156.3190736,283.3476159,127.0285423,81.2623433,149.7335404,-22.70499812,Export & Online
Mangosteen,Fruit Salsa,Matara,465.2299586,699.5563314,234.3263728,50.3678597,170.2300007,64.09637217,Export & Online
Soursop,Fermented Drink,Kurunegala,111.2715209,245.6448322,134.3733113,120.7616381,53.97793627,80.39537506,Local
Mangosteen,Jelly,Ratnapura,111.1555225,214.9277726,103.77225,93.35770969,178.098536,-74.326286,Local & Online
Durian,Fruit Salsa,Badulla,310.1927563,752.2467097,442.0539534,142.5094379,29.30060395,412.7533494,Local & Online
Blueberry,Nectar,Negombo,133.5434753,162.5634322,29.01995694,21.73071869,45.40472035,-16.38476341,Online
Watermelon,Frozen Dessert,Puttalam,221.5471704,546.532181,324.9850106,146.6888564,122.4705136,202.514497,Export
Ambarella,Freeze-Dried Fruit,Anuradhapura,87.0180115,186.5722573,99.55424583,114.4064822,28.14273394,71.41151189,Export & Online
Plum,Marmalade,Badulla,205.4483794,445.851726,240.4033466,117.0139902,166.6172728,73.78607377,Export & Online
Pear,Fruit-Based Dietary Supplements,Anuradhapura,349.8086502,610.1493458,260.3406956,74.42374438,148.8943099,111.4463857,Export & Online
Guava,Fruit Puree,Ratnapura,250.5891842,456.9153914,206.3262072,82.33643756,92.26539784,114.0608093,Local
Lemon,Frozen Dessert,Negombo,182.2770689,424.2474197,241.9703508,132.7486514,79.426531,162.5438198,Online
Avocado,Fruit-Infused Water,Negombo,220.9040348,453.9741938,233.0701591,105.5074251,199.1293146,33.94084451,Local & Online
Pineapple,Fruit Leather,Batticaloa,308.3701065,540.3148697,231.9447633,75.21635801,50.16256783,181.7821954,Local & Online
Beli,Freeze-Dried Fruit,Trincomalee,339.4523077,818.9508626,479.4985549,141.2565312,134.0354512,345.4631037,Export & Online
Watermelon,Frozen Dessert,Badulla,291.9959783,513.5005904,221.5046121,75.85878866,134.9521582,86.55245385,Local & Online
Kiwi,Fruit Chips,Colombo,493.4896294,1001.964142,508.4745126,103.0365143,68.35483638,440.1196762,Export
Mangosteen,Fruit Pizza,Ratnapura,127.1127453,257.0002935,129.8875482,102.1829462,35.96333491,93.92421327,Local
Pear,Vinegar,Trincomalee,358.8815541,753.0995559,394.2180017,109.8462702,129.1930931,265.0249086,Online
Durian,Fruit Butter,Matara,401.7867722,999.1529619,597.3661897,148.6774157,199.3429336,398.0232561,Local
Pineapple,Wine,Trincomalee,249.6330268,514.2081788,264.575152,105.9856363,157.0053771,107.5697748,Export & Online
Rambutan,Fruit Candy,Jaffna,245.4055532,388.3932312,142.987678,58.26586893,27.15586516,115.8318128,Local
Ambarella,Fruit Chips,Ratnapura,492.2086034,1154.23809,662.0294871,134.5018113,24.45886252,637.5706246,Export
Peach,Fruit Candy,Kandy,266.1530375,503.425861,237.2728235,89.14901959,95.89231143,141.3805121,Export
Kiwi,Pickles,Batticaloa,122.4967505,219.8277694,97.33101889,79.45600068,70.50025044,26.83076846,Local
Peach,Jam,Badulla,90.32098585,220.0089842,129.6879983,143.5856762,139.2911365,-9.60313815,Local & Online
Papaya,Juice,Puttalam,317.8787607,566.9733674,249.0946067,78.36151309,101.6407929,147.4538138,Export
Mango,Pulp,Batticaloa,327.3679075,603.5723723,276.2044648,84.37127112,92.58475131,183.6197135,Export
Custard Apple,Smoothie Mix,Kandy,391.029218,915.7563193,524.7271013,134.191277,43.11055531,481.616546,Export
Custard Apple,Fruit Bars,Negombo,261.696129,391.2171878,129.5210588,49.49292117,140.5813629,-11.06030412,Export
Avocado,Dried Fruit,Kandy,317.0482354,745.3620547,428.3138193,135.0942133,67.65577286,360.6580464,Online
Mangosteen,Fruit Salsa,Colombo,416.7942343,567.9786379,151.1844036,36.27315139,103.822371,47.36203261,Online
Banana,Fruit Candy,Badulla,127.4085509,231.1785211,103.7699702,81.44662936,196.5796719,-92.80970171,Export
